ID,Gene
1891,YMR286W
1892,YMR289W
1893,YMR290C
1894,YMR291W
1895,YMR292W
1896,YMR295C
1897,YMR296C
1898,YMR297W
1899,YMR298W
1900,YMR300C
1902,YMR305C
1903,YMR307W
1906,YMR310C
1907,YMR312W
1908,YMR313C
1909,YMR314W
1910,YMR315W
1912,YMR318C
1913,YNL001W
1914,YNL002C
1915,YNL004W
1916,YNL005C
1917,YNL006W
1918,YNL007C
1920,YNL010W
1921,YNL016W
1924,YNL030W
1925,YNL031C
1926,YNL032W
1927,YNL036W
1928,YNL037C
1929,YNL040W
1931,YNL044W
1932,YNL045W
1933,YNL046W
1936,YNL052W
1937,YNL055C
1938,YNL056W
1939,YNL058C
1940,YNL059C
1941,YNL062C
1942,YNL063W
1943,YNL064C
1944,YNL066W
1945,YNL067W
1947,YNL069C
1948,YNL070W
1949,YNL071W
1950,YNL074C
1951,YNL077W
1952,YNL078W
1953,YNL079C
1955,YNL081C
1956,YNL084C
1957,YNL085W
1958,YNL087W
1960,YNL090W
1961,YNL094W
1963,YNL098C
1964,YNL099C
1965,YNL100W
1966,YNL101W
1968,YNL104C
1969,YNL110C
1970,YNL111C
1971,YNL112W
1972,YNL115C
1973,YNL116W
1974,YNL117W
1975,YNL121C
1976,YNL124W
1977,YNL125C
1978,YNL129W
1979,YNL130C
1980,YNL131W
1981,YNL132W
1982,YNL134C
1983,YNL135C
1984,YNL138W
1985,YNL141W
1986,YNL142W
1987,YNL147W
1988,YNL149C
1990,YNL154C
1991,YNL155W
1992,YNL156C
1993,YNL157W
1994,YNL160W
1997,YNL168C
1998,YNL169C
2000,YNL175C
2002,YNL177C
2003,YNL178W
2004,YNL180C
2005,YNL182C
2006,YNL183C
2007,YNL185C
2009,YNL189W
2010,YNL190W
2012,YNL192W
2014,YNL195C
2015,YNL197C
2017,YNL208W
2022,YNL219C
2023,YNL220W
2024,YNL222W
2025,YNL229C
2026,YNL231C
2027,YNL232W
2028,YNL239W
2029,YNL241C
2030,YNL244C
2032,YNL251C
2033,YNL255C
2034,YNL256W
2036,YNL259C
2037,YNL263C
2038,YNL264C
2039,YNL265C
2040,YNL268W
2041,YNL274C
2042,YNL277W
2044,YNL281W
2046,YNL284C
2047,YNL287W
2048,YNL288W
2049,YNL289W
2051,YNL300W
2052,YNL301C
2054,YNL305C
2055,YNL306W
2056,YNL307C
2057,YNL308C
2058,YNL312W
2061,YNL322C
2063,YNL327W
2064,YNL336W
2065,YNR001C
2066,YNR002C
2070,YNR016C
2071,YNR017W
2072,YNR018W
2073,YNR021W
2074,YNR027W
2075,YNR028W
2076,YNR030W
2077,YNR034W
2078,YNR035C
2079,YNR036C
2080,YNR037C
2081,YNR041C
2082,YNR043W
2084,YNR047W
2085,YNR050C
2088,YNR053C
2089,YNR055C
2090,YNR061C
2091,YNR067C
2093,YOL005C
2094,YOL007C
2095,YOL010W
2096,YOL011W
2097,YOL012C
2098,YOL016C
2099,YOL019W
2101,YOL022C
2102,YOL026C
2103,YOL027C
2105,YOL036W
2106,YOL038W
2109,YOL041C
2110,YOL048C
2111,YOL049W
2112,YOL052C
2113,YOL053W
2114,YOL057W
2115,YOL058W
2116,YOL059W
2117,YOL060C
2118,YOL061W
2119,YOL062C
2120,YOL064C
2122,YOL068C
2123,YOL071W
2124,YOL077C
2126,YOL082W
2130,YOL092W
2131,YOL102C
2134,YOL109W
2135,YOL110W
2136,YOL111C
2138,YOL119C
2140,YOL121C
2142,YOL123W
2144,YOL126C
2145,YOL127W
2146,YOL129W
